"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"46",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"47",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"48",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"49",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"50",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"51",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"52",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"53",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"54",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"55",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"56",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"57",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,17,19,20,21,14,23,24,25
"58",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"59",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"60",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,17,19,20,21,14,23,24,25
"61",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"62",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,14,23,24,25
"63",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"64",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"65",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"66",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"67",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"68",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"69",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"70",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"71",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,17,19,20,21,14,23,24,25
"72",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"73",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"74",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"75",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"76",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"77",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"78",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"79",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"80",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"81",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,17,19,20,21,14,23,24,25
"82",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"83",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"84",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"85",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"86",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"87",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"88",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,4,4,19,20,21,14,23,24,25
"89",1,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,17,19,20,21,14,23,24,25
"90",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"91",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"92",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"93",1,2,3,4,5,6,7,8,4,4,11,12,13,14,17,16,17,17,19,20,21,14,23,24,25
"94",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"95",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"96",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"97",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"98",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"99",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
"100",4,2,3,4,5,6,7,8,4,4,11,12,13,14,4,16,17,4,19,20,21,17,23,24,25
